date,customs_duties,imports_value,effective_rate,year,month
2023-03-01,6152,261243.9,2.354887520818668,2023,3
2023-04-01,6350,249869.2,2.5413296236590983,2023,4
2023-05-01,6373,263244.8,2.4209405086064377,2023,5
2023-06-01,6475,257210.7,2.5173913837954642,2023,6
2023-07-01,6910,255333,2.7062698515272214,2023,7
2023-08-01,6325,265555.5,2.381799661464364,2023,8
2023-09-01,6678,260862.5,2.5599693325027553,2023,9
2023-10-01,6903,276178.5,2.4994704511755983,2023,10
2023-11-01,6296,255461.3,2.4645611683648365,2023,11
2023-12-01,5744,247041.3,2.3251172982007464,2023,12
2024-01-01,6477,253692.7,2.553088835429636,2024,1
2024-02-01,6208,242229,2.5628640666476765,2024,2
2024-03-01,6064,259086.6,2.3405301547822233,2024,3
2024-04-01,6367,270974.2,2.3496701900033288,2024,4
2024-05-01,5225,274906.2,1.900648293854413,2024,5
2024-06-01,6323,266056.6,2.376561979668988,2024,6
2024-07-01,7133,288127.3,2.475641843032576,2024,7
2024-08-01,7047,277306.3,2.5412332860811313,2024,8
2024-09-01,7249,285963.2,2.534941558913874,2024,9
2024-10-01,7297,288844,2.5262771599894753,2024,10
2024-11-01,6712,274312.3,2.446846167670936,2024,11
2024-12-01,6814,284911.2,2.3916223721636776,2024,12
2025-01-01,7341,317226.6,2.3141186773114235,2025,1
2025-02-01,7247,288193.9,2.514626437270185,2025,2
2025-03-01,8168,342726.7,2.3832400568733045,2025,3
2025-04-01,15634,276133.4,5.661756238108103,2025,4
2025-05-01,22173,276402.9,8.021985297549337,2025,5
2025-06-01,26632,265517.9,10.03020888610523,2025,6
2025-07-01,27670,292215,9.46905531885769,2025,7
2025-08-01,29503,262848.9,11.224319371319416,2025,8
2025-09-01,29675,276477.6,10.733238425102071,2025,9
2025-10-01,31354,274928.6,11.404415546436422,2025,10
2025-11-01,30756,260826.2,11.791760183601188,2025,11
2025-12-01,27892,282234.9,9.882548189469126,2025,12
2026-01-01,27742,NA,NA,2026,1
