date,logging,oil_gas_extraction,mining_ex_oil_gas,support_mining,utilities,construction,wood_products,nonmetallic_minerals,primary_metals,fabricated_metals,machinery,computer_electronic,electrical_equipment,motor_vehicles,furniture,misc_durable_mfg,food_misc_nondurable,textiles,apparel,paper_products,printing,petroleum_coal,chemicals,plastics_rubber,wholesale_trade,auto_dealers,food_bev_stores,general_merch,other_retail,air_transport,rail_transport,water_transport,truck_transport,transit_ground,pipeline_transport,other_transport_support,warehousing,publishing,motion_picture,broadcasting_telecom,data_processing,credit_intermediation,securities,insurance,funds_trusts,housing,other_real_estate,rental_leasing,legal_services,computer_systems_design,misc_professional,management_companies,admin_support,waste_management,education,ambulatory_health,hospitals,nursing_care,social_assistance,arts_sports,amusements,accommodation,food_services,other_services
1999-10-01,81.6,128.2,230,151.9,605.8,6640,624.9,544.6,621.6,1726.4,1457.7,1778.4,587.7,2079.9,673.2,725.1,1834.9,622.9,518,609.9,808.9,125.8,981.6,951.5,5881,1816.3,3077.2,2808.8,7359.800000000002,595.2,205.3,52.4,1405.6,377.4,46.5,1146.3,504,1033.7,389.2,1688.2,385.9000000000003,20.5,746.5,2373.5,53.4,1306.5,1306.5,658.6,1053.1,1175.2,14212.699999999999,1804.7,7674.4,310.8,2339.7,4273.4,3912.3,2542.7,1953.5,467.9,1260.7,1859.5,8059.8,5117
1999-11-01,80.8,127.5,229.8,154.1,606.4,6687,625.5,547.2,622.7,1728.2,1455.5,1781,588.2,2076.2,674.9,725.4,1838.1999999999998,620.6,514.7,609.5,809.6,125.1,983.6,955.3,5894.2,1822.1,3078.9,2803.2,7371.000000000001,597.8,205.3,52.6,1407.2,376.7,46.4,1151.4,506.5,1035.4,387.3,1704.3000000000002,387.9999999999998,20.6,754,2370.5,53.9,1308,1308,658.8,1058.3,1187.7,14209,1806.9,7709.9,311.3,2347.8,4285.2,3907.8,2547.3,1966.8,475,1266,1855.4,8086,5126
1999-12-01,80.5,126.4,229.2,156.9,606.8,6709,625,549.5,623.6,1728.2,1455.1,1781,588.7,2076.8,676.2,726.3,1840.7,619.1,509.5,610.3,808,124.4,980.6,956.2,5904.7,1826.1,3083.6,2861.4,7380.699999999999,600.6,206.7,53.3,1407.9,375.2,46.5,1155.1,509.9,1036.6,386.3,1718.6,390.5,20.6,758.6999999999999,2370.5,54.1,1306.8,1306.8,659.7,1059.9,1199.3,14176.800000000001,1809.8,7755.7,310.8,2349.7,4292.6,3912.4,2552.3,1972.9,473.20000000000005,1265.3,1853,8114.1,5138
2000-01-01,80.3,126.1,228.2,158.4,606,6752,625.1,552.1,624.7,1729.9,1453.3,1782.5,590.4,2083.9,677.5,725.9,1838.6,615.8,504,608.8,807,122.9,984.9,957.4,5908.1,1836.7,3082.3,2861.3,7384.9000000000005,604.5,206.7,53.7,1408.1,375.6,46.4,1158.5,510.2,1040.4,384.2,1733.8000000000002,393.60000000000014,20.6,762.4,2362.3,54.6,1309.8,1309.8,660.5,1056.6,1206.6,13874.8,1810.1,7793,310.4,2350.9,4300.7,3913.5,2554.6,1980.7,478.7,1266.8,1851.8,8115.6,5146
2000-02-01,80.6,126.8,226.3,159.9,604.8,6730,625.4,552.9,626.7,1737.4,1452.4,1785.8,591.3,2070.8,679.7,726.6,1835.4,616.5,501.5,608.8,807.3,121.7,984.9,959.1,5909.7,1837.7,3087.6,2846.2,7402.5999999999995,608.5,207.7,54.5,1406.6,374.9,46.5,1162.8,511.3,1043.9,383.4,1747,395.6999999999998,20.6,768.5,2360.1,55,1311.3,1311.3,662.3,1053.8,1218.2,13962,1812.2,7801.8,308.1,2350.3,4308.1,3912.5,2561.2,1981.8,482,1262.3,1848.6,8125.8,5153
2000-03-01,79.6,125.4,225.9,161.6,603.2,6811,624.3,556,628.2,1744.1,1453.1,1784.2,591,2081.3,680.5,727.2,1833.6,615.4,499.6,609.1,807.5,125.2,983.9,957.4,5925.7,1846.3,3084.3,2848.1,7429.300000000001,610.3,206,55.7,1408.9,373.5,46.1,1168.1,512.7,1048.5,384.1,1760,398.4000000000001,20.6,774,2356.2,55.4,1311,1311,665,1054.4,1224.4,14138.2,1815,7855.2,308.9,2360.6,4314.4,3912.1,2564.3,1990,479.70000000000005,1279.7,1863.8,8164.6,5161
2000-04-01,78.9,125.6,226.1,165.3,602.4,6794,624.8,554.3,624.5,1746.4,1454.5,1787.4,591.7,2075.6,681.7,725.9,1838.4,613.3,495.3,606.9,811.7,124.9,984,957.1,5913.5,1848.7,3093.9,2883.9,7455.4,609,205.8,56.5,1407.7,375,46,1172.3,514.2,1052.3,385,1769.8,401.89999999999986,20.6,778.5,2353.7,56,1312.6,1312.6,666.1,1052,1227.8,14345.2,1817.4,7907.4,312.1,2369.9,4323.3,3910.5,2565.5,1992.1,483.79999999999995,1299.9,1880.2,8170.4,5159
2000-05-01,78.7,125.7,225.5,168.2,600.8,6770,622.4,555.3,623.8,1750.1,1454.1,1792.4,591.2,2075.8,678.5,727.5,1831.3,611.1,490.3,605.4,807.4,124.6,982.1,955.2,5902.5,1848.7,3088.1,2846.7,7449.499999999999,611.5,204.6,57.2,1406.1,372.2,45.9,1169.6999999999998,514.1,1054.4,382.5,1779,399.0999999999999,20.6,784.5,2345.7,56.2,1312.3,1312.3,666.9,1054.3,1238.7,14330,1816.9,7844.6,313,2378.8,4329.4,3915.5,2570.3,1995.3,490.7,1291.7,1882.5,8162.5,5154
2000-06-01,78.8,125.6,223.4,169.3,599.8,6778,620.3,555.5,623.6,1758.6,1459.3,1803.8,592.6,2083,681.6,728.3,1818.8,609.7,486.5,605.2,807.1,124.6,980.3,955.5,5905.5,1850.6,3086.9,2851.3,7454.4000000000005,612.6,204.5,57.2,1403.8,376.1,45.8,1172.5,519.3,1061.5,383.2,1794.8,402.5000000000002,20.6,790.3,2349.3,56.6,1309.7,1309.7,668.6,1084.4,1252.1,14535.5,1820,7862.4,312.1,2390.8,4343.2,3917.4,2576.1,1990.3,500.6,1298.4,1895.2,8174.6,5157
2000-07-01,80.6,124.5,223.7,172.6,599.6,6794,617.6,556.2,625.7,1761.1,1467.6,1832,595.8,2060.3,683.1,729.9,1834.2,608.8,483.1,604.9,808.7,123.4,976.9,952.7,5890.7,1852.8,3087.5,2854.7,7462.200000000002,612.1,205.9,57.3,1403.6,381.7,45.9,1177.3000000000002,518.7,1064.4,386.2,1806.6,400.8000000000002,20.5,795.5,2346.5,57,1311.2,1311.2,668.2,1084.1,1265.3,14520.6,1819.5,7881.1,311.7,2398.2,4356.2,3923.9,2584.2,1983.3,509.79999999999995,1304.1,1897.5,8188.4,5163
2000-08-01,78.8,123.8,223.7,173.4,599.7,6796,614.8,555.2,623,1761.2,1461.7,1844.1,593.3,2044.4,681.9,731.9,1828.8999999999999,608.4,477.2,603.2,808.1,123.1,978.1,948.3,5879.7,1855.3,3083.4,2873.4,7467.600000000002,614.1,206,57.6,1408,386.5,45.8,1182,520,1066.8,386.1,1730.1,401.00000000000045,20.6,802.4,2347,57.5,1309.4,1309.4,668.1,1075.4,1273.5,14643.1,1821.9,7876.6,314.1,2415,4361.6,3928.2,2592.9,1988.6,500.9,1310.4,1897.3,8218.3,5168
2000-09-01,78.9,124.3,225.3,176.1,598.3,6807,610.1,554,617.8,1760.6,1456.9,1846.8,591.6,2026.3,681.8,727.3,1822.8,604.1,472.4,602.6,807.8,122.8,978.2,945.6,5864.5,1860.1,3076.6,2883.2,7483.499999999999,616.9,205.6,56.9,1404.9,375.3,45.7,1182.5,520.8,1067.1,381.4,1826.7,400.79999999999995,20.5,812,2347.3,58.1,1318,1318,667,1064.8,1278.3,14650.900000000001,1824.7,7899.2,315.4,2410.6,4374.1,3935.9,2596.5,2019.3,497.9,1301.4,1899.2,8241.4,5182
2000-10-01,78.5,124.6,224.8,178.9,600.3,6814,603.3,552.5,619.1,1759.1,1456.2,1855.7,589.4,2028.7,681.1,728.8,1822.6,600.9000000000001,468.7,602.4,805.2,121.5,978.6,942.8,5864.3,1864,3067.6,2889.1,7487.5999999999985,620.8,205.6,56.2,1404,373.6,45.9,1192.7,521.3,1066.8,378.4,1829.1999999999998,401.60000000000036,20.5,816.3,2345.3,58.5,1326.9,1326.9,668.5,1067.3,1289.1,14686.6,1827.7,7882.1,316.8,2403.9,4381.9,3940.7,2603.9,2030.5,494.2,1305.3,1901.4,8174.8,5188
2000-11-01,77.5,123.6,223.5,180,599.7,6817,601,553.5,616.3,1764.3,1458.7,1861.3,586.8,2027.5,679.5,729.8,1819.6999999999998,598.2,464.4,600,801.8,121.8,976.4,940.6,5859.1,1863.8,3062.2,2899,7490.799999999999,624.6,205.5,54.9,1404.8,374.4,45.9,1201,524.2,1069.4,372.5,1837.6999999999998,405.4000000000001,20.5,820.3,2350.1,59.2,1329.4,1329.4,670.2,1069.6,1307.1,14638.3,1832,7886.6,316.8,2421.4,4388.5,3949.6,2609.5,2040.3,488.3,1313.5,1901.2,8243.4,5190
2000-12-01,75.3,122.9,220.7,182.2,600.9,6792,596.5,553.8,611.1,1761.9,1456,1864.5,587.4,2024.6,677.2,729.4,1827.5,594.7,459.9,599.8,801,121.9,975.3,938.6,5836.8,1863.9,3064,2917.5,7517.1,628.3,202.9,55.7,1406.2,377.1,46.1,1219.9,526.7,1069.1,378.2,1855.6,404.10000000000014,20.5,825,2351.1,59.1,1333.4,1333.4,671.7,1072.1,1323.7,14482.199999999999,1836.4,7842.2,315.8,2440,4398.8,3958.9,2618.7,2048.9,486.6,1303.8,1902.5,8283.2,5196
2001-01-01,76.3,123.5,219.9,186.4,599.9,6824,589.7,556,607.7,1759.2,1452.7,1873.1,582.6,1981.5,674,727.5,1827.3000000000002,589.6,456.6,598.5,798.2,121.4,976.8,932.3,5815.5,1862.3,3063.9,2891.6,7518.300000000001,631.8,201.8,55,1407.1,376.6,46,1185.8000000000002,524.5,1070.5,384.1,1851.7,404.70000000000005,20.6,825.5999999999999,2353.5,59.2,1335.7,1335.7,672.8,1068.9,1331.1,14138,1831,7826.1,315.6,2448.2,4418.8,3968.8,2627.2,2055.5,490.4,1308.1,1895.4,8283,5203
2001-02-01,73.6,122.9,221.2,188.8,600,6841,586.3,555.7,605.7,1745.9,1440.5,1864.7,584.5,1989.3,667.4,724.1,1827.6000000000001,577.9,451,593.8,796.2,121.2,972.8,925.8,5797.5,1861.3,3069.9,2899.5,7523.300000000001,633.4,201.6,54.5,1407.6,375.8,46.2,1182.6,523.4,1067.3,388,1856.8999999999999,403.79999999999995,20.6,827.9,2354.7,59.9,1337.2,1337.2,677.2,1071.2,1349,14161.8,1828.9,7774.3,316.2,2458.2,4429.9,3979.9,2637.4,2067.9,492.5,1306.5,1891.4,8306.2,5199
2001-03-01,74,123.4,220.8,191.3,599.7,6862,584.1,555.3,596.6,1735.3,1424.8,1852.4,580.1,1976.7,665.3,721.8,1829.5,574.9,447.2,590.6,791.6,120.6,971.6,919.5,5778.1,1859.5,3056.2,2896.8,7517.100000000001,633.6,201.3,54,1408.7,379.2,45.8,1184.6,523.9,1066.2,387.6,1858.3,405.89999999999986,20.6,831.6999999999999,2356.1,60.1,1339,1339,677.4,1074.4,1356.4,14213.2,1828.2,7697.2,317.1,2475.7,4438.8,3990.4,2644.7,2079.7,492.2,1312.3,1890.5,8304.6,5201
2001-04-01,73.3,123.5,220.1,191.7,599.1,6844,580.1,553.3,588.7,1719,1410.5,1823.1,575.6,1966.7,657.9,718.8,1828.3999999999999,568.2,438.6,586.8,785,121.9,967.5,911.9,5761.4,1846.9,3044.1,2887.2,7455.7,632.4,200.9,53.8,1400.1,377.5,45.2,1178.5,523.7,1059.7,374.7,1850.4,401.2000000000003,20.7,827.5,2357.3,60.3,1342.3,1342.3,673,1074.9,1344.1,14233,1823.4,7597.3,315.7,2482.7,4451,3995.9,2654.3,2087.9,499.09999999999997,1329.6,1883.4,8327.7,5219
2001-05-01,73.3,123.8,218.5,193,599.4,6849,577,549.6,581.4,1700.5,1394.6,1795.5,569.5,1953,653,714.3,1827.8,561.1,429.5,583,778.4,121.3,963.6,907.4,5746.8,1849.5,3031.9,2900.8,7455.4000000000005,628.9,201,53.7,1396.4,386.3,45.3,1173.6,522.9,1056.9,367.5,1837.9,400.70000000000005,20.7,825.1,2362.2,60.4,1346.6,1346.6,666.7,1083.4,1330.6,14224,1818.4,7570.5,316.7,2514.9,4466.9,4003.5,2661.3,2100.4,501.5,1337.7,1875.2,8354,5239
2001-06-01,74.5,123.4,217.8,194,600.3,6840,577.2,546.2,574.7,1684.1,1378.1,1761.7,562.9,1941.5,645.1,711.7,1827,554.9,420.4,579.5,769.1,121,959.4,899.1,5729,1854,3031.9,2906.3,7449.5999999999995,625.1,198.6,54.3,1390.9,382.5,45,1170.1,520.6,1048.1,373.1,1823.1,397.7000000000003,20.7,824.2,2361.5,60,1339.1,1339.1,663.8,1109.5,1323.5,14314,1811.6,7517.9,317.7,2502.5,4483.9,4014.1,2675.8,2107.5,500.4,1335,1865.8,8374.7,5247
2001-07-01,73.8,124.3,218.9,192.8,598.7,6845,576.4,543,566.4,1670.4,1362.8,1729.8,552.5,1937.1,636.5,709.5,1819.3,548.3,415.7,575,764.2,121.2,957.2,895.7,5716.3,1852,3027.3,2889.7,7411.500000000001,625.5,196.7,54.5,1389.2,398.6,45.2,1162,518.6,1036.4,373.2,1811.9,397.5,20.7,813.3,2363.7,59.6,1342.5,1342.5,662.2,1110.8,1308.5,14221.7,1803.6,7485.3,316.4,2509.6,4502.1,4025.6,2684.1,2119,508.5,1335.6,1862.9,8402.8,5269
2001-08-01,73.7,124.2,217.6,192.2,598,6827,572.3,539.9,559.2,1654,1348.6,1703.1,550.5,1930.6,633.3,703.3,1809.5,536.5,399.2,570.7,759.8,121.1,954,887,5709.8,1859.7,3022.4,2890.5,7412.699999999999,622.6,196.6,54.5,1375.6,405.9,45.7,1162.5,518.4,1031.1,374.9,1796.8000000000002,395.1999999999998,20.7,823.2,2365.2,58.9,1346.3,1346.3,661.4,1104.2,1291.5,14269.3,1800.7,7453.7,315.7,2526.1,4514.2,4039.3,2689.6,2130.4,503.9,1340.8,1854.1,8393.9,5280
2001-09-01,72.7,124.7,217.2,191,597.8,6813,574.8,536.7,553.4,1638,1333.3,1678.4,543.1,1927.5,629.2,699.9,1805.4,532.6,392.1,567.1,753.4,120.9,950.6,879.6,5694.6,1862.1,3022.6,2893.8,7397.2,619.2,196.2,54.4,1376.7,365.2,45.5,1153.1,512,1026.9,373.8,1785.8,394.4999999999998,20.9,817.5999999999999,2362.1,58.2,1348.8,1348.8,663.6,1093,1269.1,14173.9,1792.5,7408.7,318,2543.7,4524.8,4049.4,2697,2142.7,491.5,1342.1,1840.1,8387.7,5293
2001-10-01,72.4,123,218.2,187.9,597.2,6804,569,534.1,548.1,1620.4,1317.1,1658,534.9,1898.4,623.3,698.6,1804.8000000000002,525.3,385.2,565.1,748,121.7,947.4,873.1,5682.8,1863.5,3018.4,2891.2,7375.8,601.2,195.1,54,1369.9,367.6,45.4,1146.8999999999999,508.5,1020.8,369,1776.9,390.2999999999997,20.9,810.8,2370,58.5,1346.9,1346.9,663,1097,1256.7,14091.3,1785.5,7346.3,318.9,2546.3,4532.9,4059.9,2704.1,2155.6,496.20000000000005,1337,1803.6,8377.8,5299
2001-11-01,72,123.9,217.5,186.9,600,6784,565.6,532.3,536.7,1603.2,1297.3,1632.7,528.7,1888.2,618.4,692.9,1803.3,516.3,376,562.7,739.7,120.6,945.5,864.7,5664,1870,3020.4,2879.4,7356.700000000001,570.3,193.1,52.7,1363.9,369.1,45.8,1142.2,504.7,1012.6,371.6,1765.8,386.0000000000002,20.8,812.0999999999999,2370.2,58.2,1347.4,1347.4,662.5,1102.4,1238.1,13906.5,1778.2,7263.5,320.3,2554.8,4547.5,4067.6,2711.6,2162.6,494.7,1322.3,1784.1,8383.4,5314
2001-12-01,71.6,124.7,217.5,183.3,598.4,6785,564.2,530.6,529.7,1589,1283.5,1612.7,517.7,1876.8,615.2,692.1,1798.1999999999998,514.6,371.3,559.9,736.5,120.1,940.3,859.2,5645.4,1875.2,3008.1,2869.8,7324.0999999999995,560,194.7,53.5,1357,373,43.7,1138.9,506.4,1008.9,382.2,1744.3000000000002,385.60000000000014,21,800.3,2373.3,58.2,1352.3,1352.3,650.8,1105.3,1228.3,13775.400000000001,1772.7,7266.3,319.7,2564.8,4564.3,4077,2716.1,2175.3,494.6,1314.5,1775.8,8382.5,5334
2002-01-01,70.8,124.6,219.4,185.4,599.2,6775,564,526.3,523.2,1576.3,1271.3,1588.8,516.2,1840.1,612.1,690.6,1798.7,510.6,365.6,556.9,732.2,121.4,936.7,856.8,5641.2,1874.6,3002.3,2837.6,7325.2999999999975,556.9,195.5,53.5,1350,377.1,43.3,1118.4,510.8,1004.6,381.6,1724.3,384.5000000000002,21,796.9,2370.1,57.6,1348.9,1348.9,658,1099.6,1202.3,13456.1,1762,7261.9,321.2,2581,4581.4,4085.3,2725.6,2179.7,492.7,1316.6,1774.8,8421.4,5344
2002-02-01,72.1,125.5,216.5,181.7,598.8,6766,563.7,525,518.3,1569.1,1260.4,1571.2,509.4,1849.6,612.2,688.7,1796.2,505.5,361.3,553.7,726.4,118.5,936.4,851.8,5626,1874.3,2984.1,2868.5,7316.6,558.2,194.1,53.7,1348.1,377.8,42.9,1119.2,517.6,996.7,384.4,1707.1,382.7999999999997,21.1,793.9,2368.6,56.9,1349.6,1349.6,652.8,1099.8,1189.2,13502,1756.5,7266.1,321.4,2598.9,4598.5,4090.8,2728.8,2183.6,486.1,1314.6,1775.5,8385.7,5355
2002-03-01,71.4,123.5,215.4,178.4,598.4,6755,561.5,522,514.5,1560.1,1253.1,1554.5,506.6,1841,611.5,686.5,1795.3,503.6,357,552.5,719.9,118.2,932.4,853.2,5618.6,1876,2975.7,2878,7321.9000000000015,557.3,191.2,53.6,1345.2,381.9,42.6,1116.7,513.3,989.6,389.2,1694.3999999999999,380.8000000000004,21.1,790.8000000000001,2367.5,57.3,1352.3,1352.3,650.2,1100.8,1171.7,13635.5,1749.4,7318.6,319.7,2608.4,4616.4,4097.3,2731.8,2188.3,484.6,1316.1,1777.1,8387.2,5362
2002-04-01,71.8,121.9,213.3,180.4,598.2,6710,560,519.1,512.8,1557.1,1246.9,1544.5,503,1835.4,612.4,686.3,1793,501.29999999999995,353.3,551.4,715.2,118,929.9,852.2,5607.3,1880.1,2968.8,2893,7307.299999999999,558,188,53.4,1345.3,382.2,42.4,1119.2,513.5,987.1,391.3,1677.1,379.5,21.1,792.5,2367.8,57.1,1350.4,1350.4,652.9,1098.8,1169.1,13775.1,1739.6,7341.7,318.2,2614.5,4628.6,4106.5,2735.5,2195,472.3,1300.2,1779.9,8375.9,5366
2002-05-01,71.4,121.9,211.7,179,598.5,6684,558.7,515.5,511.1,1555.3,1240.8,1530.5,501.3,1837.2,609.3,685.7,1785.9,499.29999999999995,352.3,549.8,710.3,117.5,927.9,849.6,5606.4,1883.5,2956.9,2876.7,7312.500000000001,562.8,187,52.4,1343,383.7,41.9,1119.9,516.1,982.5,387.8,1669.5,377.1999999999998,21.1,788.8000000000001,2367.4,56.8,1350.8,1350.8,654.5,1106.7,1158.2,13809.099999999999,1733.7,7340.2,316.6,2635.9,4640.4,4115,2734.9,2199.1,470.20000000000005,1296.2,1779.8,8389.4,5368
2002-06-01,70.2,121.7,209.3,177.9,598.5,6701,558.3,513.6,509.7,1553.2,1234.5,1515.5,497.6,1835.7,610.1,684,1786.1,496.70000000000005,353.2,548.1,707.2,117.3,927.8,848.8,5610,1885.3,2955.6,2868.5,7309.200000000001,567.3,182.6,51.8,1339.5,391.9,41.5,1121.8000000000002,518.4,978.7,389.4,1657.6,375.2999999999997,21,784.7,2371.7,57,1353,1353,653.1,1125.9,1155.2,13933.9,1737.7,7338.3,317.5,2677.4,4646.5,4123.4,2738.6,2228.4,465,1293.6,1769.5,8376.8,5365
2002-07-01,69.3,120.9,208.1,178.5,597.5,6688,556.9,515,508.5,1549.7,1229.9,1501.4,496,1836.2,607.3,683.2,1777.4,495.59999999999997,351.4,546.3,704.2,117.4,925,854.3,5607.9,1886.9,2949.2,2862.5,7317.9000000000015,570.4,184.4,51.6,1335,405.8,41.2,1122.2,517.6,977.9,385.4,1642.8,374.89999999999986,21.1,777.4,2375.4,57,1350.1,1350.1,651.7,1127.6,1157.9,13830.5,1725.3,7291.2,318.1,2692.6,4654,4135.9,2742.1,2238.9,454.70000000000005,1287.5,1749.4,8420.3,5360
2002-08-01,69.1,121.1,207.2,178.9,595.9,6701,559.5,513.6,507,1543.3,1221.1,1482.2,492.9,1828.2,605,681.8,1766.6,492.5,347.4,545.5,698.9,117.2,923.1,845,5598,1888.1,2948.9,2831.4,7302.800000000001,568.8,184.3,51.5,1328.6,410.1,41.2,1123,524.6,974.8,391,1630.5,373.6999999999998,21,773,2378.4,56.9,1353,1353,649.7,1122.4,1150,13953.6,1726.7,7313.8,318.2,2677.2,4676,4143.5,2746.9,2241.7,466.4,1277,1759.4,8433.1,5369
2002-09-01,69.7,120.1,207.6,177.8,594.9,6702,554.6,513.2,505.2,1540.5,1214,1468.6,488.8,1822.4,600,680.6,1771.1999999999998,488.8,345.6,543.4,696.4,117.7,925.7,842,5598.5,1887.3,2946,2834.7,7284.700000000002,567.3,183,52,1331.8,379.4,41,1122.1,526,971.8,386.9,1613.8000000000002,371.5,20.9,770.4,2378.6,56.9,1362.6,1362.6,646.6,1116.3,1136.7,13915,1728.4,7303.2,316.2,2667.5,4707.5,4156.1,2750.5,2231.1,474.3,1298.7,1779.4,8439,5383
2002-10-01,69,120.6,206.2,179.6,594.5,6689,552.5,512,502.7,1534.7,1207.7,1458.5,485.8,1817.7,596.6,677.2,1773.8,485.70000000000005,341,540,695.8,117.1,921.7,838.8,5596.1,1893.7,2946.9,2834.3,7283.2,565.8,182.6,52.1,1338.4,381.1,40.9,1124.6,527.7,970.6,396.7,1611.1,370.60000000000036,21,765.6999999999999,2387.9,56.6,1367.7,1367.7,643.2,1126.9,1139.3,13933.800000000001,1726.2,7319.6,317.9,2659.6,4719.7,4163.8,2755.1,2240.5,481.9,1310.7,1797.7,8480.1,5391
2002-11-01,70.1,121,206.5,179.4,591.1,6713,550.3,507.9,500.6,1525.7,1202.1,1442.3,482.4,1810.6,593.9,679.2,1774.1000000000001,483.29999999999995,338,537.9,689.9,117.2,920.7,835.8,5581.5,1891.5,2941.3,2845.1,7267.4,565.9,184.4,53.3,1334.6,382.2,40.8,1124,527.3,966.1,391.3,1604.2,366.39999999999986,21.1,762.8,2391.4,56.2,1371,1371,638.5,1129.1,1133.7,13823.199999999999,1719.5,7310.4,316.7,2664.7,4736.3,4171.9,2762.4,2250.1,494.7,1319.9,1802.2,8492.6,5407
2002-12-01,71,120.7,205,179.9,588.8,6700,544.7,505.6,495.5,1517.8,1197,1430.4,478,1807.4,588.4,675.6,1772.6,479.59999999999997,333.1,534.2,683,117.3,921.5,830.1,5584.1,1886.8,2939,2863.5,7267.9000000000015,565.4,183.7,53,1333.2,383.2,41,1125.3,527,964,380.5,1580.8000000000002,362.70000000000005,20.9,760.4,2396.4,56.1,1372.4,1372.4,638.2,1129.6,1125.5,13652.9,1715.1,7301.3,319.3,2662,4740.3,4177.6,2764.8,2260.3,491.6,1335,1801.4,8484.2,5398
2003-01-01,70.9,120.9,204.9,178.6,586.2,6704,545.6,502.7,495.9,1511.3,1191,1412,475.3,1805.3,586.2,672,1778.9,475.2,327,530.8,685.9,117.5,923.4,831.1,5574.1,1887,2931.2,2855.7,7265.200000000002,563.9,182.7,52.7,1329.1,382.3,41.1,1119.9,525.3,954.4,383.5,1567.1999999999998,358.9000000000001,20.9,762.0999999999999,2398.9,54.2,1369.9,1369.9,639.9,1122.8,1121.5,13390.7,1711.2,7325.8,322.7,2665.6,4747.2,4186.6,2771.2,2279.4,489.4,1350.9,1801.6,8530.7,5400
2003-02-01,70.3,120.5,203.3,181.1,584.6,6667,542.9,499.3,491.4,1499.2,1182.4,1398.1,472.1,1799.1,582,667.7,1772.3,473.79999999999995,321.2,528,685.6,117.1,919.2,828.8,5581.7,1881.5,2927.1,2860,7235.4,556,182.2,54.3,1326.2,385.2,40.9,1124.5,532.5,954.2,371.9,1552.5,356.39999999999986,20.6,757.4,2405.6,55.1,1376,1376,638.3,1127.7,1120.2,13476.099999999999,1711.7,7320.1,319.9,2671.1,4760.4,4197.3,2774.6,2291.4,490.09999999999997,1335.3,1792.8,8511.4,5405
2003-03-01,68.9,120.9,202.9,177.5,583,6654,539.4,498.1,489.2,1495.8,1173.1,1389.4,469.7,1791.8,582.6,667.1,1768.7,469.20000000000005,317.9,524.5,686.4,116.6,916.1,826,5577.5,1877.5,2924.5,2857.6,7219.6,548.7,181.7,53.8,1330.8,383.2,41,1122.5,526.6,950.6,373.4,1542,355,20.6,753.4,2411.7,54.6,1382,1382,638.2,1130.9,1117.9,13520.2,1710.9,7282.4,319.1,2668.4,4769.1,4205.9,2777.9,2300.9,491.2,1319.8,1783.3,8514.3,5398
2003-04-01,68.2,121.1,202,174.9,581.1,6689,540.7,493.7,485.2,1487.4,1162.5,1376.3,465.8,1768.8,573.7,664.3,1761.5,463.5,311.7,522.3,683.5,115.3,912.7,819.7,5572.3,1877.9,2923.4,2850.9,7237.4000000000015,536.9,182.9,53.2,1318.9,389.4,41.1,1119.5,528.5,946.4,371.4,1537,353.1999999999998,20.5,751.5,2414.8,54.6,1387.9,1387.9,640.9,1131.9,1127.2,13657.9,1713.2,7273.7,323.1,2687.5,4783.9,4213.9,2783.6,2312.5,490.3,1303,1759.4,8532.1,5397
2003-05-01,69.1,121.1,202,177.4,578.2,6706,538.3,494.5,480.1,1480,1154.5,1363.5,461.3,1778.7,571.7,661.1,1760.3,457.5,309.5,520,683.9,115.1,910.5,817.1,5566.1,1882.2,2922.7,2853.6,7222.6,528.6,183,53.9,1320.1,386.1,40.9,1124.3,529.5,941.8,372,1529.3000000000002,350.9000000000001,20.5,748.5,2410.8,54.7,1386.3,1386.3,642.3,1136.3,1123.9,13733.800000000001,1713.6,7335.7,323.8,2702,4800,4217.5,2788.3,2314,486.8,1314.3,1755.2,8535.4,5398
2003-06-01,70.7,121.2,201.8,178.3,574.3,6723,535.9,493.8,475,1473.6,1147.6,1353.6,459,1775.2,571,659.6,1757.3999999999999,454.3,304.8,517.4,682.7,114.5,906.1,812,5555.1,1883.6,2915.4,2848.2,7219.0999999999995,520.4,184.3,54.3,1320.9,387.7,40.4,1121.6,528.8,938.3,372.5,1523.1,348.10000000000014,20.4,746.8,2408.4,54.7,1381.6,1381.6,644.9,1156.9,1125.8,13881.300000000001,1712.2,7367.2,320.6,2686.5,4814.3,4222.9,2788.1,2317.8,484.4,1319.7,1765.3,8551.1,5397
2003-07-01,69,120.4,203.1,178.7,574,6735,535.7,490.4,471.6,1464,1137.7,1340.6,455.7,1765.4,569.9,655.2,1756.6000000000001,443,295.5,512.3,681.2,114.1,905,808.8,5546.8,1885.4,2906.8,2855.2,7207.000000000001,515.1,184.8,54.8,1320.6,386.5,40.3,1118.5,529.7,934.4,377,1516.4,348.1999999999998,20.3,746.5,2402.7,54.4,1389.5,1389.5,646.4,1154.3,1113.1,13904.6,1717,7418.4,327.2,2692,4824.1,4208.5,2785.2,2330.1,483.79999999999995,1328.6,1773.7,8557,5399
